8,3,16,6908655
8,3,16,34550788
8,3,16,82909786
8,3,16,55591349
8,3,16,45447165
8,3,16,4734526
8,3,16,19722380
8,3,16,82085255
8,3,16,57083189
8,3,16,18700662
8,3,16,19913945
8,3,16,44170612
8,3,16,30682006
8,3,16,48183207
8,3,16,53472222
16,3,16,78602348
16,3,16,74418236
16,3,16,127127530
16,3,16,98904901
16,3,16,43495123
16,3,16,45186715
16,3,16,128781310
16,3,16,57887771
16,3,16,66479162
16,3,16,99228191
16,3,16,137757970
16,3,16,52698784
16,3,16,34356243
16,3,16,74425764
16,3,16,48033159
32,3,16,113139750
32,3,16,265961307
32,3,16,108455615
32,3,16,92576376
32,3,16,121885602
32,3,16,106264556
32,3,16,252393692
32,3,16,105070353
32,3,16,89458210
32,3,16,111625376
32,3,16,128195444
32,3,16,270497690
32,3,16,116817938
32,3,16,98698543
32,3,16,91206773
48,3,16,124442703
48,3,16,147701744
48,3,16,130934240
48,3,16,306857207
48,3,16,250130448
48,3,16,111810255
48,3,16,111294286
48,3,16,109190138
48,3,16,151108231
48,3,16,116993849
48,3,16,123650058
48,3,16,131651242
48,3,16,365905119
48,3,16,215693197
48,3,16,225721236
64,3,16,149406110
64,3,16,133834004
64,3,16,129641043
64,3,16,130405233
64,3,16,149662999
64,3,16,172339811
64,3,16,136088259
64,3,16,169635892
64,3,16,820779544
64,3,16,300778156
64,3,16,321547110
64,3,16,248146684
64,3,16,177399446
64,3,16,169849840
64,3,16,147033204
80,3,16,130139017
80,3,16,161300878
80,3,16,213474035
80,3,16,196242870
80,3,16,173139112
80,3,16,216442150
80,3,16,515640008
80,3,16,780565601
80,3,16,882709724
80,3,16,360733361
80,3,16,383203459
80,3,16,215666050
80,3,16,152271118
80,3,16,186598398
80,3,16,170127581
